事業所名,事業種別,事業内容,事業所所在地,電話番号,PR,adress,lon,lat
9ROUND 相模大野,サービス業,"フィットネス事業
サーキット型キックボクササイズジムです。",相模大野3-15-17-3F,042-861-9930,"月会費制のジムになりますが、
サンキューキャンペーンを使用することにより、お得に
通えることができ、さらに、グッズ/アパレルと合算する
ことで、
より快適なFitnessLifeを送ることが出来ます！",神奈川県相模原市南区相模大野3-15-17-3F,139.4356592,35.5327771
AKランドリー大野南口店,サービス業,クリーニング,相模大野7-1-9,042-747-0111,30円券1枚プレゼント,神奈川県相模原市南区相模大野7-1-9,139.4383627,35.5317781
ART Hair Salon,サービス業,"幅広い年齢層のお客様がご来店いただける美容室で
す。",相模大野3-3bono相模大野1F,042-745-8393,新規ご来店、施術メニューALLメニュー10%OFF。,神奈川県相模原市南区相模大野3-3bono相模大野1F,139.4357982,35.531705
ATELIER MiA,サービス業,美容院,相模大野3-14-7ソフトビル相模大野4F,042-851-5615,NA,神奈川県相模原市南区相模大野3-14-7ソフトビル相模大野4F,139.4363849,35.5325748
BARBER HaR HAIR,サービス業,理容業,相模大野5-2-11-102,090-4427-0987,NA,神奈川県相模原市南区相模大野5-2-11-102,139.4249329,35.5314678
BARオードヴィー,飲食業,"《相模大野のネイバーフッドバー》
カクテル・ウイスキーなどお好みをお伺いしてご用意さ
せていただいております。
季節のフルーツカクテルが人気！
SNSで随時情報を配信中！",相模大野3-12-17伊東ビル2F,042-765-5660,NA,神奈川県相模原市南区相模大野3-12-17伊東ビル2F,139.4358775,35.5318342
cafetsumuri,飲食業,"相模原産卵のフレンチトーストと美味しいコーヒーが自
慢のアットホームなカフェです。",相模大野6-15-30-2,042-711-6953,NA,神奈川県相模原市南区相模大野6-15-30-2,139.4321876,35.5292346
"カレーハウスCoCo壱番屋小田急相模大野
駅前店",飲食業,カレー等を提供する飲食店,相模大野3-11-3ルミエール相模大野101,042-767-3557,NA,神奈川県相模原市南区相模大野3-11-3ルミエール相模大野101,139.4367314,35.53249479999999
Come On タイ料理店,飲食業,"グリーンカレー、タイラーメン、ガパオライスなどタイ料
理全般を本場の味で提供してます。本場のタイ料理店
ですが、辛くないメニューもたくさん用意してます。",相模大野8-8-13,042-765-5688,"ランチタイムのサービス時間帯は、注文が集中してお
待たせすることもあります。お急ぎの方々は、お電話、
又はCome Onタイ料理公式LINEアカウント
@823alitmより事前にご注文下さい。",神奈川県相模原市南区相模大野8-8-13,139.437427,35.5294871
DiCE相模大野モアーズ店,サービス業,インターネットカフェ,相模大野３丁目９－１ 岡田屋モアーズ１Ｆ,042-701-8241,"新規のお客様に次回から利用可能なスタンプカードを
お配りしております。3回目の利用で料金半額！",神奈川県相模原市南区相模大野３丁目９－１ 岡田屋モアーズ１Ｆ,139.4373469,35.5324395
Do-tun(どーつん),飲食業,蕎麦居酒屋,相模大野6-15-43,042-747-5537,"昼は手打ち蕎麦のランチをやっていて、夜は飲んでお
つまみを食べて〆に手打ち蕎麦が食べられます。",神奈川県相模原市南区相模大野6-15-43,139.4319265,35.5297972
e-Burgers,飲食業,グルメバーガーショップ！,相模大野5-27-14,042-705-6222,NA,神奈川県相模原市南区相模大野5-27-14,139.4338576,35.5322259
EXCEL English （エクセルイングリッシュ）,その他,"外国人講師とマンツーマンで英語を学べる語学教室
です。
スカイプなどのリモートによるレッスンもご用意しており
ます。",相模大野5-25-4,042-715-3007,NA,神奈川県相模原市南区相模大野5-25-4,139.4302092,35.5318868
GRILL FUKUYOSHI ボーノ相模大野店,飲食業,NA,相模大野３-3　ボーノ　サウスモール2階,042-705-9222,NA,神奈川県相模原市南区相模大野３-3　ボーノ　サウスモール2階,139.435036,35.5308551
hair&spa season,サービス業,美容室,相模大野8-2-11 SKビル1F,042-860-7675,NA,神奈川県相模原市南区相模大野8-2-11 SKビル1F,139.4377242,35.5306758
hair design lumo,サービス業,美容室,相模大野6-13-4 1F,042-701-3260,NA,神奈川県相模原市南区相模大野6-13-4 1F,139.4339352,35.5301703
Hair Lounge W,サービス業,ヘアサロン,相模大野3-19-15-202,042-705-3981,NA,神奈川県相模原市南区相模大野3-19-15-202,139.4365672,35.5340047
hair Riso,サービス業,美容室,相模大野8-3-1ドミール相模大野106,042-741-0017,NA,神奈川県相模原市南区相模大野8-3-1ドミール相模大野106,139.4371682,35.5306657
hairsalon Mayuri,サービス業,大人女性向けのサロンです。,相模大野3-15-8-2F,042-851-6110,"N.、trackoil、Refa、TOKIO、アジュバン正規取扱店で
す。",神奈川県相模原市南区相模大野3-15-8-2F,NA,NA
HIDE-and-SEEK,サービス業,理容業,相模大野3-1-14,042-742-7730,クイックスパ是非！おすすめです。,神奈川県相模原市南区相模大野3-1-14,139.4339517,35.5313694
Italian Kitchen VANSAN 相模大野店,飲食業/その他,イタリアンレストラン,相模大野3-19-13　アーベイン相模102号,042-767-2073,NA,神奈川県相模原市南区相模大野3-19-13　アーベイン相模102号,139.4363938,35.5338447
jabhair,サービス業,"美しい髪は健康な頭皮から。を基本に施術させて頂き
ます。",相模大野6-16-9,042-741-0855,NA,神奈川県相模原市南区相模大野6-16-9,139.4319597,35.528942
Japnese Dining 黄柚子,飲食業,相模大野南口の居酒屋です。,相模大野8-3-7,042-748-7595,"テイクアウト用も販売中！ 
自社ECサイトもあります！",神奈川県相模原市南区相模大野8-3-7,139.4371202,35.5305095
LaughField,小売業,"海外直輸入のセレクトショップです 
 衣料品、雑貨等",相模大野5-13-6,042-741-5002,NA,神奈川県相模原市南区相模大野5-13-6,139.4271518,35.5316515
Le Lapin Vert （ル ラパン ヴェル）,飲食業,"フランス料理とワインのお店
アラカルトメニュー、コース料理（要予約）をご用意して
おります。
その日に合わせて、ご家族と、お友達と、ゆっくりとお
料理をお楽しみください。",相模大野5-27-2大渕店舗1F,042-705-6202,NA,神奈川県相模原市南区相模大野5-27-2大渕店舗1F,139.4322839,35.5320553
事業所（店舗等）名,事業種別,事業内容,事業所所在地,電話番号,PR・オトク情報,神奈川県相模原市南区事業所所在地,139.3957836,35.5275279
manaco,サービス業,美容院です。,相模大野5-27-5,042-812-0114,NA,神奈川県相模原市南区相模大野5-27-5,139.4328155,35.5321242
MtoMパソコンアカデミー,サービス業,完全プライベートレッスンのパソコン教室です。,相模大野3-19-11日広第2ビル3階,042-702-2339,"相模大野で22年目、完全プライベートレッスンのパソ
コン教室です。動画教材は使いません！ 
資料作りを助けて欲しい、謎のメッセージが出た、スマ
ホの事もちょっと聞きたい等、困った時の利用もOK。",神奈川県相模原市南区相模大野3-19-11日広第2ビル3階,139.4362548,35.5337347
naruco cafe（ナルコカフェ),飲食業,"ハンドメイド雑貨の販売やワークショップも開催してい
ます。レンガの建物2階にある隠れ家的な小さなカフェ
です。",相模大野5-27-12東屋ビル2-2F,042-745-0037,NA,神奈川県相模原市南区相模大野5-27-12東屋ビル2-2F,139.43367370000001,35.5321882
Pizzeria Oasi,飲食業,イタリア料理店,相模大野6-13-8,042-705-8551,薪窯で焼くピッツァが自慢のイタリア料理店です!,神奈川県相模原市南区相模大野6-13-8,139.4334605,35.5299359
TAIN MALT BAR,飲食業,モルトウイスキー500本以上揃えるバー,相模大野8-6-16スカイビル2F-B,042-705-9909,NA,神奈川県相模原市南区相模大野8-6-16スカイビル2F-B,139.4380487,35.5305847
YDP（ヨコミチダンスプラザ）,サービス業,"社交ダンス（ボールルームダンス中心でペアやグルー
プダンス）教授所",相模大野3-18-10アリスビル4F,042-765-5044,入会金無料です。,神奈川県相模原市南区相模大野3-18-10アリスビル4F,139.4355996,35.53295
ZuーcA HAIR,サービス業,美容業全般,相模大野6-19-9 金井ビル1F,042-746-4577,NA,神奈川県相模原市南区相模大野6-19-9 金井ビル1F,139.4340169,35.5300258
アウトドアスタイル・ベルモ,小売業,"アウトドアセレクトショップ。アウトドアファッション、アウ
トドア用品、登山用品、キャンプ用品、アパレル、バッ
グ、雑貨他。トレッキング、登山、キャンプ、トレラン。
GoalZero正規取扱店。",相模大野8-4-10サウスフロント相模大野ビル3F,042-767-2721,"ご来店初回ご購入者様に、アウトドアブランドのエコ
バッグ、カラビナ等のノベルティを1点プレゼント（先着
30名様）。また、当店SNSフォロワー様に（画面提
示）、購入時10%OFF致します。",神奈川県相模原市南区相模大野8-4-10サウスフロント相模大野ビル3F,139.4370606,35.5301282
アエラス,サービス業,"美と健康を大切にする、大人女性のためのオーガニッ
クサロンです。
天然成分100%カラーやオーガニックカラー、Aujuaト
リートメントを取り扱っております。",相模大野3-16-7MAT1F,042-765-6880,"アエラス専用アプリご登録で5000ポイントプレゼン
ト！！",神奈川県相模原市南区相模大野3-16-7MAT1F,139.4352422,35.53226799999999
アエラスラナ,サービス業,"美と健康を大切にする、大人女性のためのオーガニッ
クサロンです。
天然成分100%カラーやオーガニックカラー、Aujuaト
リートメントを取り扱っております。",相模大野5-27-4和興ビル1F,042-705-2773,"アエラスラナ専用アプリのご登録で5000ポイントプレ
ゼント！！",神奈川県相模原市南区相模大野5-27-4和興ビル1F,139.4326115,35.5320894
アクアコスメラボ相模大野店,小売業,カウンセリング化粧品の販売,相模大野3-8-1ステーションスクエア4F,042-860-6796,お肌診断無料実施中です,神奈川県相模原市南区相模大野3-8-1ステーションスクエア4F,139.4377409,35.53187399999999
亜月工房,サービス業,"陶芸教室 
陶磁器制作・販売",相模大野6-17-16,042-741-0676,"体験教室　3300円/1回 
全部体験　8800円/3回 
出張教室　ロクロ、粘土全て持参でお伺いします。 
金継ぎ　大切な器をお直しいたします。",神奈川県相模原市南区相模大野6-17-16,139.4331843,35.5295465
足道楽 相模大野店,小売業,"インソールと靴で足やヒザ・腰の負担や姿勢を改善・
軽減させる足の専門店。",相模大野3-19-10　橋本ビル102,042-705-7979,"初回足診断（縦横のサイズ・体重のかかり方・左右バ
ランス・足の歪みとクセ）を無料で診断致します。",神奈川県相模原市南区相模大野3-19-10　橋本ビル102,139.4363091,35.533678
株式会社安宅不動産,サービス業,不動産の賃貸仲介・管理・売買業,相模大野5-2-11,042-866-3428,"賃貸住宅の住み替えを、希望条件に合う様、 
 親切丁寧にお探しします。",神奈川県相模原市南区相模大野5-2-11,139.4249261,35.531469
イタリア食堂Fagotto,飲食業,"地元相模原の野菜や卵、鎌倉の野菜などを、全て手
作りで美味しいイタリアンで表現します！人生で一番
美味しかった！と大好評✨",相模大野6-19-8,042-705-3690,"心からの美味しい、楽しいをFagottoで！初来店のお
客様にはウェルカムドリンクサービスあり！",神奈川県相模原市南区相模大野6-19-8,139.4338977,35.5299616
一源,飲食業,"お米とお肉が美味しく頂けるお店です。お酒の種類も
豊富です。",相模大野6-13-8-1F,042-745-5439,"ご来店時に「サンキューキャッシュバックキャンペーン
で来た」 
と一言いただければ店長のオススメ一品サービスが
あります",神奈川県相模原市南区相模大野6-13-8-1F,139.4334605,35.5299359
